,age,workclass,education,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,over50K
26498,16,2,15,2,2,0,4,1,0,0,39,38,1
20173,43,4,11,2,11,0,4,1,0,0,49,38,0
31979,11,2,2,4,11,4,2,0,0,0,39,38,0
31078,18,2,9,4,11,1,4,0,0,0,39,38,0
16824,21,1,15,2,12,0,4,1,0,0,39,38,1
2301,50,2,15,2,5,0,4,1,97,0,23,4,1
6613,7,2,11,4,2,3,4,1,0,0,39,38,0
11173,31,2,12,2,9,0,4,1,0,0,39,38,1
31621,32,3,15,2,11,0,4,1,0,0,49,38,1
10218,25,2,9,4,11,3,4,1,0,0,59,38,0
9626,33,2,11,5,9,4,3,0,0,0,59,32,0
3890,46,2,11,2,7,0,4,1,37,0,19,38,0
15682,12,2,11,2,3,0,4,1,0,0,39,10,0
1355,27,2,11,4,3,1,4,1,0,18,54,8,1
28889,30,2,12,0,9,4,4,0,0,0,39,38,0
2777,31,1,11,2,3,0,2,1,90,0,37,38,1
5444,23,2,11,4,0,1,4,0,0,0,39,38,0
2160,25,2,12,4,3,1,4,0,104,0,49,38,1
27339,14,2,11,0,6,4,4,0,0,0,39,38,0
7430,17,1,12,0,9,1,4,0,0,0,49,38,0
16096,27,4,11,2,11,0,2,1,0,0,67,22,0
26721,21,2,9,2,11,0,4,1,0,0,39,38,1
6725,39,2,14,2,3,0,4,1,0,0,15,38,0
3553,33,2,5,2,2,0,4,1,53,0,39,38,0
2245,50,2,5,2,13,0,2,1,100,0,39,38,0
28068,33,5,11,2,10,0,4,1,0,0,39,38,0
7973,28,2,15,2,3,0,4,1,0,0,39,38,0
972,23,2,7,2,3,0,4,1,0,42,54,38,1
178,16,2,2,0,2,1,4,1,0,66,41,38,0
7108,42,2,9,0,0,4,4,0,0,0,39,38,0
14415,19,2,11,2,2,0,4,1,0,0,39,38,1
13917,29,4,11,2,3,5,4,0,0,0,49,38,0
8229,25,4,11,2,4,0,4,1,0,0,49,38,0
17457,39,2,7,2,7,0,4,1,0,0,49,38,0
16567,12,2,11,2,6,0,4,1,0,0,49,38,0
745,20,2,11,2,3,0,4,1,0,44,49,38,1
19985,12,0,15,2,12,0,4,1,0,0,39,38,1
25718,14,2,14,2,9,0,4,1,0,0,24,38,1
13633,7,2,11,2,6,5,4,0,0,0,39,38,0
28762,15,2,12,2,3,0,4,1,0,0,54,38,1
16204,3,2,11,4,0,3,4,1,0,0,39,38,0
16968,10,5,12,4,9,1,4,1,0,0,39,38,0
15569,23,4,15,4,2,1,4,1,0,0,34,38,1
15926,19,1,6,2,2,0,4,1,0,0,24,38,0
6002,2,2,11,4,5,3,4,1,0,0,29,38,0
15536,22,2,8,2,5,0,4,1,0,0,48,38,0
7636,21,2,15,0,2,4,4,1,0,0,39,38,0
8973,6,2,11,2,2,0,4,1,0,0,37,38,0
6000,13,1,5,2,13,0,4,1,0,0,39,38,0
27513,6,2,15,4,7,3,4,0,0,0,19,38,0
11549,8,2,9,4,12,4,4,1,0,0,39,38,0
4791,4,2,15,4,5,3,4,1,0,0,39,38,0
21490,4,2,15,4,7,1,4,0,0,0,29,38,0
13832,21,2,9,2,7,0,4,1,0,0,34,25,0
22298,22,2,11,2,0,5,2,0,0,0,49,38,0
17953,7,2,9,4,11,1,4,1,0,0,46,38,0
23548,24,2,9,2,3,0,1,1,0,0,39,23,1
22229,20,2,11,2,6,0,4,1,0,0,39,38,0
2147,21,2,8,0,9,1,4,0,105,0,39,38,1
19828,20,4,15,2,2,0,4,1,0,0,44,38,0
19934,17,0,2,2,1,0,4,1,0,0,39,38,0
22629,36,2,7,4,3,1,4,0,0,0,59,38,0
26800,11,2,15,4,5,1,4,1,0,0,39,38,0
549,26,2,12,2,3,0,4,1,0,45,39,38,1
13715,31,5,15,0,7,3,4,1,0,0,39,38,0
10056,17,2,11,0,3,3,4,1,0,0,43,38,0
28816,14,2,11,4,2,3,4,1,0,0,39,38,0
6677,52,4,15,2,7,5,4,0,0,0,14,38,0
23715,35,1,15,2,13,0,4,1,0,0,39,38,0
8666,5,2,15,4,11,3,2,0,0,0,39,38,0
26941,22,2,9,4,3,1,4,1,0,0,49,38,1
21904,27,0,15,2,3,0,4,1,0,0,54,38,1
18321,41,2,9,2,3,0,4,1,0,0,39,38,1
31384,10,2,11,2,6,0,4,1,0,0,39,38,0
1169,17,2,11,0,11,1,4,1,0,29,44,38,0
26232,19,2,9,2,9,0,4,1,0,0,44,10,1
12557,8,2,1,4,7,4,2,0,0,0,31,38,0
22801,23,1,12,0,9,4,4,0,0,0,43,38,0
73,38,3,9,2,3,0,4,1,0,73,49,38,1
920,36,2,12,0,9,4,4,0,0,43,37,38,0
23055,13,2,7,4,11,1,4,1,0,0,39,8,0
2055,29,2,12,2,9,0,4,1,107,0,49,38,1
30582,34,5,15,0,0,1,4,0,0,0,39,38,0
8958,17,2,15,2,0,0,4,1,0,0,39,38,1
10010,22,2,11,2,4,0,4,1,0,0,63,38,0
8402,17,2,11,2,2,0,4,1,0,0,44,38,0
8189,14,2,15,2,11,0,4,1,0,0,39,38,1
12737,20,1,15,2,10,0,4,1,0,0,59,38,0
28481,37,2,12,2,3,0,4,1,0,0,51,38,1
25744,21,2,8,2,11,0,4,1,0,0,39,38,0
29443,46,2,11,0,10,1,4,1,0,0,39,38,0
22741,12,2,12,4,9,1,4,0,0,0,44,38,0
15043,24,2,9,2,9,0,4,1,0,0,39,38,1
3851,53,2,6,2,6,5,4,0,40,0,39,38,0
12390,12,2,11,2,2,0,4,1,0,0,39,38,0
10514,24,2,9,5,11,4,4,0,0,0,29,38,0
11874,43,2,7,0,7,1,4,0,0,0,39,38,0
7567,31,2,11,0,3,4,4,0,0,0,39,38,0
21164,36,2,11,6,2,4,2,0,0,0,39,38,0
26622,28,2,12,2,7,0,4,1,0,0,39,38,0
20191,11,2,11,0,13,4,2,0,0,0,19,38,0
4347,21,0,12,2,9,0,4,1,0,0,39,19,1
14020,19,2,7,0,11,4,4,0,0,0,39,38,0
732,26,2,15,2,2,0,4,1,0,45,39,38,1
22992,33,5,15,3,0,4,0,0,0,0,39,38,0
26693,36,2,1,6,7,3,4,0,0,0,46,38,0
4409,18,2,11,0,2,1,4,1,0,0,59,38,0
23911,44,3,11,2,3,0,4,1,0,0,19,38,1
1709,34,3,14,0,9,1,4,1,114,0,59,38,1
21486,12,2,8,2,2,0,4,1,0,0,39,38,1
10928,39,2,11,6,11,4,4,0,0,0,24,25,0
21906,30,4,8,2,11,0,4,1,0,0,39,38,1
13459,22,2,11,4,11,4,4,0,0,0,59,38,0
25722,28,0,15,2,9,0,4,1,0,0,55,38,1
8320,7,2,11,4,11,3,4,1,0,0,39,5,0
30404,34,2,11,0,9,4,4,1,0,0,39,38,0
11853,10,1,12,4,9,1,4,0,0,0,39,38,0
10283,19,2,11,2,11,0,4,1,0,0,39,38,1
2867,18,0,9,2,9,0,4,1,90,0,39,38,1
26565,30,2,15,0,11,4,4,1,0,0,49,38,0
7328,10,2,14,4,9,1,4,0,0,0,63,38,1
26887,16,2,7,4,0,1,4,0,0,0,39,38,0
10645,25,2,9,0,9,1,4,1,0,0,39,38,0
27254,11,1,11,5,13,3,4,0,0,0,24,38,0
30074,39,2,9,3,9,4,4,0,0,0,39,38,0
26805,29,2,6,5,6,1,4,0,0,0,39,20,0
8421,8,2,5,4,5,4,4,1,0,0,39,38,0
3357,18,4,15,5,4,1,4,1,66,0,59,38,0
22085,11,4,11,4,2,1,4,1,0,0,54,38,0
1803,36,5,11,2,3,5,4,0,107,0,39,38,1
21079,22,2,11,0,12,4,4,0,0,0,49,38,0
25533,9,2,11,0,7,4,4,0,0,0,34,38,0
26430,11,2,15,0,11,1,4,1,0,0,29,38,0
9448,16,2,4,2,4,0,1,1,0,0,39,29,0
14862,21,2,15,2,3,0,4,1,0,0,39,38,1
24457,3,2,11,4,6,2,3,1,0,0,31,38,0
7739,14,2,11,0,13,1,4,1,0,0,44,38,0
6578,17,2,15,2,11,0,4,1,0,0,54,38,1
28298,14,2,1,3,5,1,1,1,0,0,39,18,0
1304,15,2,12,4,9,1,4,0,0,21,39,38,0
20642,9,1,9,4,12,3,4,1,0,0,39,38,0
7009,17,2,9,2,4,0,4,1,0,0,49,38,1
415,18,2,12,2,9,0,4,1,0,48,44,38,1
1536,15,3,11,2,2,0,4,1,117,0,39,38,1
12327,18,3,15,2,11,0,4,1,0,0,49,38,1
25405,5,2,7,2,9,5,4,0,0,0,39,38,0
18327,0,2,1,4,11,4,4,1,0,0,14,38,0
20179,1,4,0,4,4,3,4,1,0,0,39,38,0
13157,38,2,9,3,2,4,4,0,0,0,54,20,0
3219,14,2,9,0,3,1,4,1,70,0,44,38,0
26861,17,2,11,2,7,0,4,1,0,0,39,38,0
5878,24,4,15,0,2,1,4,1,0,0,39,38,0
22376,19,2,11,0,6,1,4,1,0,0,39,38,0
11712,26,1,15,2,2,0,4,1,0,0,39,38,1
12635,12,2,8,2,6,0,4,1,0,0,39,38,0
27133,11,2,12,4,9,1,4,1,0,0,49,38,0
10466,11,2,9,4,9,1,4,0,0,0,34,38,0
1810,20,2,9,2,3,0,4,1,107,0,39,38,1
21118,3,2,11,4,5,3,4,1,0,0,39,38,0
848,28,2,11,2,2,0,4,1,0,44,39,38,1
28216,27,2,7,0,9,1,4,0,0,0,42,38,0
3054,18,2,11,2,11,0,4,1,78,0,49,38,1
29662,10,2,15,4,2,4,4,1,0,0,49,38,0
23292,17,2,9,4,0,3,4,0,0,0,39,38,0
2786,21,2,9,2,0,0,4,1,90,0,49,38,1
27774,9,2,9,4,0,3,1,0,0,0,39,36,0
2779,25,2,14,2,9,0,4,1,90,0,34,38,1
2139,36,2,9,0,9,1,4,1,105,0,54,38,1
20193,6,2,11,2,11,0,4,1,0,0,39,38,0
19405,15,1,11,2,13,0,4,1,0,0,39,38,0
22973,33,5,11,6,12,4,2,0,0,0,39,38,0
3560,39,4,6,2,3,2,4,1,53,0,49,3,0
27349,17,2,11,2,3,5,2,0,0,0,39,38,0
18386,7,1,15,4,10,3,4,1,0,0,39,38,0
22786,17,1,7,2,9,0,4,1,0,0,59,38,0
16472,7,2,9,4,3,1,4,0,0,0,39,38,0
20038,17,2,9,2,11,5,4,0,0,0,39,38,1
27468,5,2,0,2,11,5,4,0,0,0,39,38,0
11321,7,2,9,4,0,1,4,0,0,0,39,38,0
7791,21,5,15,0,10,4,0,0,0,0,39,38,1
24763,28,4,15,2,13,0,4,1,0,0,39,38,0
4121,31,0,11,3,0,4,4,0,13,0,39,38,0
22035,43,2,11,2,11,0,4,1,0,0,49,38,0
32276,28,5,9,0,10,1,4,1,0,0,39,38,0
23876,26,2,7,2,11,0,4,1,0,0,39,38,0
6078,39,1,15,6,0,4,4,0,0,0,39,38,0
10589,32,2,11,2,7,5,1,0,0,0,7,29,0
22654,36,1,11,2,7,0,2,1,0,0,39,38,0
12815,17,2,15,5,6,1,3,1,0,0,39,38,0
885,35,4,11,2,4,0,4,1,0,44,59,38,1
29151,4,2,7,4,11,3,4,0,0,0,31,38,0
21567,14,2,0,2,13,0,4,1,0,0,39,38,0
3617,29,5,8,0,12,1,4,0,52,0,41,38,0
28567,13,2,11,4,7,4,4,0,0,0,39,38,0
19149,26,3,11,2,11,0,4,1,0,0,49,38,0
4882,10,2,8,4,2,3,4,1,0,0,37,38,0
28584,42,1,9,2,9,0,4,1,0,0,49,38,1
17837,24,2,11,2,3,0,4,1,0,0,39,38,1
31478,36,2,15,5,3,4,2,0,0,0,39,38,0
19218,41,2,12,0,9,1,4,1,0,0,19,38,0
31460,10,2,1,0,2,3,4,1,0,0,39,38,0
22903,17,2,11,2,0,5,4,0,0,0,19,38,1
6674,12,2,9,4,0,1,1,0,0,0,39,23,0
30559,42,2,12,2,9,0,4,1,0,0,49,38,1
9782,18,2,15,2,9,0,4,1,0,0,39,38,1
2691,33,2,9,2,13,0,4,1,90,0,39,38,1
31077,15,2,0,3,7,1,2,0,0,0,36,38,0
31472,8,1,7,4,0,3,2,0,0,0,37,38,0
18188,7,2,1,4,0,1,4,0,0,0,39,10,0
1549,37,4,14,2,9,0,1,1,117,0,49,29,1
4574,8,2,9,2,3,0,4,1,0,0,54,38,1
16321,17,2,7,4,2,3,2,0,0,0,39,38,0
28466,3,1,15,4,10,3,1,0,0,0,19,38,0
31577,27,2,15,0,0,1,4,0,0,0,39,10,0
23874,28,2,8,2,2,0,4,1,0,0,39,1,1
14035,7,2,8,4,2,1,4,1,0,0,54,38,0
23337,35,6,11,2,0,5,4,0,0,0,29,38,0
8046,2,2,15,4,0,3,4,0,0,0,24,38,0
21994,9,2,11,2,2,0,4,1,0,0,47,38,0
31183,16,2,11,4,13,1,4,1,0,0,39,38,0
583,34,2,15,2,11,0,4,1,0,45,49,38,1
3209,21,1,9,4,10,1,4,0,72,0,42,38,1
28247,9,2,11,2,6,0,4,1,0,0,89,38,0
27483,53,2,11,2,9,0,4,1,0,0,19,38,0
27428,9,2,9,4,0,3,1,1,0,0,39,35,0
1254,0,2,0,4,7,3,4,0,0,23,11,38,0
15353,33,2,9,2,11,0,4,1,0,0,39,38,1
6895,57,3,15,6,3,4,4,1,0,0,39,38,0
13343,10,2,8,0,6,1,4,1,0,0,39,38,0
29456,1,2,0,4,7,3,4,0,0,0,27,38,0
19467,19,2,11,5,0,4,4,0,0,0,36,38,0
11435,31,5,9,4,3,1,4,0,0,0,49,38,0
2141,27,4,11,4,2,1,4,1,105,0,39,38,1
6155,14,2,1,4,13,4,4,1,0,0,39,38,0
1199,11,2,11,2,11,0,4,1,0,25,59,38,0
18971,17,2,9,2,3,0,2,1,0,0,44,38,1
25066,5,2,15,4,7,1,4,1,0,0,44,38,0
4376,29,5,12,6,10,4,4,1,0,0,39,38,0
10824,15,4,11,5,11,1,4,1,0,0,49,38,0
1828,37,2,15,2,13,0,4,1,107,0,59,38,1
28049,26,5,12,4,9,1,4,1,0,0,44,38,0
17853,7,2,11,2,5,0,2,1,0,0,67,38,0
24486,2,2,15,4,11,3,4,0,0,0,14,38,0
24330,28,2,11,0,0,4,4,0,0,0,27,38,0
23473,5,2,15,4,7,4,4,0,0,0,49,38,0
22191,18,4,15,2,7,0,4,1,0,0,39,38,0
14529,23,1,12,2,9,0,4,1,0,0,39,38,0
28809,30,4,15,2,12,0,2,1,0,0,39,38,1
30424,40,0,9,2,12,0,4,1,0,0,47,38,1
10583,6,2,9,2,9,5,4,0,0,0,39,38,0
13616,9,1,9,4,9,3,4,0,0,0,34,38,0
10464,3,2,15,4,0,3,2,0,0,0,14,38,0
10246,31,2,11,0,5,4,1,0,0,0,39,34,0
11147,12,2,15,0,6,1,4,1,0,0,39,38,0
27466,5,2,7,4,5,3,2,1,0,0,19,22,0
21697,8,2,9,4,12,3,4,0,0,0,15,38,0
5238,16,2,9,2,11,0,4,1,0,0,59,38,1
31629,31,2,9,5,0,4,1,0,0,0,39,29,0
25394,8,3,9,4,11,1,4,0,0,0,49,38,0
24779,6,2,9,4,3,1,4,0,0,0,29,38,0
17255,16,5,12,2,9,0,4,1,0,0,49,38,1
4886,20,2,11,4,4,1,2,1,0,0,39,38,0
6199,24,2,15,2,11,0,4,1,0,0,39,38,0
3888,11,2,11,2,6,0,4,1,37,0,39,38,0
13031,35,2,11,2,6,0,4,1,0,0,39,38,0
17388,10,2,11,2,2,0,4,1,0,0,39,38,0
9308,30,2,15,2,13,0,4,1,0,0,49,38,0
32155,9,2,11,4,7,2,4,1,0,0,39,38,0
30892,6,2,9,4,9,3,4,1,0,0,39,38,0
27611,35,2,11,2,5,0,4,1,0,0,39,38,1
20331,49,4,9,2,11,0,4,1,0,0,39,38,1
1507,30,2,11,0,2,4,4,1,0,4,39,38,0
3733,8,4,15,2,2,0,4,1,49,0,49,38,1
22615,8,2,15,2,2,0,4,1,0,0,39,38,0
26851,26,1,15,5,2,1,2,1,0,0,39,38,0
20879,43,2,15,2,2,0,4,1,0,0,54,38,0
27127,14,2,0,2,6,0,4,1,0,0,39,38,0
1135,29,4,11,2,4,0,4,1,0,30,49,38,0
19669,10,1,8,4,12,3,4,0,0,0,37,38,0
23463,36,5,11,2,7,5,0,0,0,0,27,38,1
23518,40,0,15,0,0,3,4,1,0,0,39,38,0
19021,34,2,2,2,2,0,4,1,0,0,44,38,0
16484,14,2,3,4,5,1,4,1,0,0,36,25,0
26,16,2,3,2,2,1,4,1,0,79,31,25,0
8680,40,2,0,0,0,2,4,0,0,0,67,10,0
5822,8,1,9,4,9,3,4,0,0,0,39,38,0
31969,33,1,9,2,9,5,4,0,0,0,23,38,0
701,26,2,9,2,11,0,4,1,0,45,54,38,1
26309,17,5,10,2,9,0,4,1,0,0,44,10,1
21905,9,4,11,4,9,3,2,0,0,0,39,38,0
29394,41,2,15,2,2,0,4,1,0,0,39,38,1
17209,28,2,11,0,7,4,4,0,0,0,34,38,0
5189,12,2,11,4,5,3,4,1,0,0,24,38,0
14726,15,5,11,2,10,0,4,1,0,0,39,38,0
30300,18,4,9,2,2,0,4,1,0,0,44,38,0
14162,30,1,9,2,2,0,4,1,0,0,49,38,1
28764,12,2,15,2,9,0,4,1,0,0,39,38,0
29769,3,2,11,4,7,3,4,0,0,0,29,38,0
31908,10,2,14,4,9,3,1,1,0,0,39,38,0
27608,6,2,1,4,2,4,4,1,0,0,34,38,0
441,22,2,9,2,3,0,4,1,0,48,39,38,1
21864,32,2,15,2,3,0,4,1,0,0,39,38,1
19558,45,5,7,6,9,1,4,0,0,0,39,38,0
15923,27,2,11,2,0,5,4,0,0,0,37,38,0
18293,28,2,11,4,5,1,4,0,0,0,39,38,0
4874,25,1,9,2,9,5,4,0,0,0,39,38,1
32172,30,2,11,2,2,0,4,1,0,0,39,38,1
15183,0,2,1,4,8,3,4,0,0,0,39,38,0
11206,13,2,11,2,0,3,4,0,0,0,19,38,0
20233,14,2,11,2,13,0,4,1,0,0,37,38,0
2108,11,2,9,2,3,5,4,0,107,0,27,38,1
8390,16,2,15,4,12,3,4,1,0,0,19,38,0
17499,11,2,9,2,7,5,4,0,0,0,14,38,0
32427,44,2,15,0,7,1,2,1,0,0,39,38,0
25588,38,1,15,2,9,0,4,1,0,0,39,38,1
11316,2,2,15,4,11,1,4,0,0,0,34,38,0
30258,21,0,15,0,3,4,4,0,0,0,37,38,0
31144,2,2,11,5,0,4,4,0,0,0,29,38,0
22556,21,2,15,0,3,3,2,0,0,0,39,38,0
23346,5,2,15,4,2,1,4,1,0,0,39,38,0
25896,3,2,2,4,7,3,4,1,0,0,34,38,0
8908,15,2,11,0,7,4,3,0,0,0,27,38,0
30811,13,2,9,4,0,1,4,1,0,0,49,38,0
19351,31,2,12,2,3,0,4,1,0,0,39,38,1
6801,44,2,15,2,11,0,4,1,0,0,43,38,1
5358,12,0,15,4,1,1,2,1,0,0,59,38,0
27893,9,2,11,0,0,3,4,0,0,0,39,38,0
915,9,2,9,4,3,1,4,1,0,43,37,38,0
2758,28,2,12,2,3,0,4,1,90,0,49,38,1
30223,26,4,14,2,9,0,3,1,0,0,34,38,1
3394,29,2,11,2,2,0,2,1,65,0,39,38,0
11550,19,2,11,6,5,4,4,0,0,0,29,38,0
24995,10,2,2,2,4,3,4,1,0,0,54,38,0
14201,39,1,15,2,2,0,4,1,0,0,40,38,1
6701,13,2,15,2,5,0,4,1,0,0,39,38,0
31736,12,2,9,4,0,1,4,0,0,0,34,38,0
20664,10,2,9,4,7,1,4,1,0,0,39,38,0
4143,7,1,15,4,10,4,3,1,8,0,39,38,0
22638,5,2,0,4,6,4,4,1,0,0,39,38,0
16587,38,2,15,0,6,1,4,0,0,0,39,38,0
9570,40,2,11,0,0,4,4,0,0,0,39,38,0
27901,22,2,9,2,9,0,4,1,0,0,39,38,0
16766,35,2,11,0,7,1,4,1,0,0,39,38,0
6427,9,2,15,4,0,3,1,0,0,0,34,38,0
30935,26,2,9,0,7,1,4,0,0,0,34,38,0
2718,33,1,12,2,9,0,4,1,90,0,39,38,1
4476,33,2,15,0,7,1,4,1,0,0,44,38,0
24050,16,2,11,0,13,4,4,0,0,0,39,38,0
26599,1,2,15,4,7,3,4,0,0,0,23,38,0
5839,15,5,9,4,0,1,4,1,0,0,36,38,0
9175,32,2,5,2,6,0,4,1,0,0,47,38,0
20099,25,4,9,2,11,0,4,1,0,0,47,38,0
23839,14,4,11,2,2,0,4,1,0,0,44,38,0
29042,9,2,9,4,7,2,4,0,0,0,39,38,0
4491,26,2,11,0,0,1,4,0,0,0,39,38,0
17926,6,2,11,4,13,1,4,1,0,0,37,38,0
12612,7,2,9,2,6,0,4,1,0,0,39,38,0
24944,1,2,11,4,7,3,4,1,0,0,19,38,0
8179,1,2,15,4,7,3,4,1,0,0,15,38,0
25345,15,2,15,4,7,3,4,1,0,0,34,38,0
31290,16,2,11,0,3,1,4,1,0,0,59,38,0
24580,17,2,15,4,0,1,4,0,0,0,39,38,0
8669,30,5,15,2,0,5,4,0,0,0,29,38,0
30426,39,2,9,2,0,0,4,1,0,0,39,38,1
17545,27,2,5,2,2,0,4,1,0,0,39,38,0
8992,26,2,9,0,7,1,4,0,0,0,39,38,0
3144,30,2,11,2,7,5,2,0,76,0,39,38,0
18659,18,2,8,4,2,1,4,1,0,0,39,38,0
940,24,2,8,2,12,0,4,1,0,42,47,38,1
1091,2,1,15,4,0,3,4,0,0,32,29,38,0
22980,2,2,1,4,11,3,4,0,0,0,24,38,0
31293,12,2,11,4,13,4,4,1,0,0,54,38,0
22923,39,4,1,6,7,4,4,0,0,0,63,11,1
9201,9,2,15,4,10,1,4,1,0,0,43,38,0
7686,10,2,15,4,0,4,4,0,0,0,49,38,0
30126,22,4,11,2,11,0,4,1,0,0,67,38,0
10578,42,2,11,2,2,0,4,1,0,0,39,38,1
19848,54,2,11,6,11,2,4,0,0,0,15,38,0
9583,38,2,11,0,2,1,4,1,0,0,44,38,0
6780,9,2,11,4,6,4,2,0,0,0,39,38,0
9205,32,2,3,2,2,0,4,1,0,0,39,31,0
14979,22,0,9,0,3,4,2,0,0,0,39,38,0
28192,29,3,9,2,11,0,4,1,0,0,54,38,0
8491,27,4,11,0,13,4,4,1,0,0,59,38,0
17021,2,2,11,4,0,1,4,0,0,0,39,38,0
18636,17,4,11,2,3,0,4,1,0,0,67,38,0
21011,47,2,1,2,11,0,4,1,0,0,39,38,0
15452,2,2,15,4,0,3,4,0,0,0,19,38,0
19049,7,2,9,4,0,3,4,0,0,0,39,38,0
5710,21,2,11,2,13,0,4,1,0,0,44,38,0
4512,24,2,15,4,2,1,2,1,0,0,44,38,0
9438,21,2,11,2,6,0,4,1,0,0,39,38,0
11101,13,2,11,2,6,0,2,1,0,0,39,38,0
26895,24,5,9,2,4,0,4,1,0,0,39,38,1
5277,16,2,15,2,2,0,2,1,0,0,39,38,0
10896,28,2,8,0,0,4,2,0,0,0,39,38,0
16529,18,2,11,2,5,0,2,1,0,0,39,38,0
12336,9,2,15,4,0,1,2,0,0,0,39,38,0
12039,25,3,11,2,11,0,4,1,0,0,42,38,1
17120,16,2,11,0,10,1,4,1,0,0,67,38,0
27556,41,2,15,0,0,1,2,0,0,0,54,38,1
13428,24,2,15,5,2,1,2,1,0,0,39,38,0
22279,3,2,15,4,5,1,4,1,0,0,49,38,0
13468,14,2,12,2,9,0,4,1,0,0,49,38,0
16703,56,4,11,4,7,1,4,0,0,0,35,38,0
30926,30,2,15,0,11,4,4,0,0,0,44,38,1
11048,28,2,15,2,3,0,4,1,0,0,39,38,1
8841,42,2,11,2,4,0,4,1,0,0,47,38,0
13464,18,5,12,4,9,1,4,0,0,0,39,38,0
21831,7,2,15,0,7,1,2,1,0,0,39,38,0
19530,42,5,11,2,11,0,4,1,0,0,39,38,0
19784,8,2,2,2,4,0,3,1,0,0,59,25,0
26963,22,2,15,3,2,4,4,1,0,0,39,38,1
17826,4,2,11,4,0,4,4,0,0,0,39,38,0
14759,17,2,12,2,3,0,4,1,0,0,49,9,0
28662,13,2,11,4,7,4,2,0,0,0,31,38,0
18408,39,2,2,2,9,0,4,1,0,0,39,38,1
8288,34,1,12,4,9,3,4,1,0,0,39,38,0
11677,26,0,9,0,3,1,4,1,0,0,39,38,1
1272,18,2,11,0,7,4,2,0,0,22,39,38,0
17967,24,3,9,6,9,4,4,0,0,0,39,38,0
20138,23,2,0,2,3,0,4,1,0,0,39,38,1
15447,16,2,0,4,7,3,2,1,0,0,19,38,0
31494,24,2,11,0,2,3,4,1,0,0,39,38,0
31585,23,2,15,0,12,1,4,1,0,0,29,12,1
5918,15,2,15,2,3,0,4,1,0,0,39,38,1
1925,38,2,11,2,2,0,4,1,107,0,34,38,1
28494,19,2,15,0,12,4,4,0,0,0,39,38,0
27492,35,2,12,2,11,0,4,1,0,0,39,38,0
31368,11,3,9,4,11,1,4,1,0,0,49,38,0
4864,38,2,15,0,0,1,1,0,0,0,39,38,0
23699,9,5,15,4,10,3,4,1,0,0,39,38,0
11685,18,2,9,2,7,0,1,1,0,0,39,39,0
30878,19,2,11,4,6,1,4,0,0,0,29,38,0
10345,4,2,11,4,4,1,4,1,0,0,52,38,0
11831,29,2,15,2,6,0,4,1,0,0,39,38,0
28195,17,3,15,2,2,0,4,1,0,0,67,38,0
3794,1,2,15,4,13,3,4,1,43,0,29,38,0
5369,11,2,9,4,9,1,4,0,0,0,39,38,0
1960,33,2,9,2,3,0,4,1,107,0,39,38,1
20479,47,1,11,0,2,1,4,1,0,0,39,38,1
14426,12,2,8,2,2,0,4,1,0,0,39,38,1
5579,34,2,5,2,10,0,4,1,0,0,39,38,0
16843,31,2,15,0,0,4,4,0,0,0,39,38,0
1232,8,2,0,4,5,3,2,1,0,23,39,38,0
24804,14,5,15,0,0,4,4,0,0,0,39,38,0
2307,53,4,12,2,9,0,4,1,97,0,29,38,1
8878,32,1,4,2,7,0,4,1,0,0,39,38,0
28643,9,2,11,4,2,2,1,1,0,0,39,16,0
23908,6,2,15,4,5,4,0,0,0,0,34,38,0
20412,2,2,2,4,7,3,4,0,0,0,19,38,0
15390,35,2,7,2,3,0,4,1,0,0,39,38,0
10469,5,2,11,4,0,1,4,0,0,0,59,38,0
29626,50,3,9,2,3,0,4,1,0,0,15,38,0
8974,4,2,15,4,7,3,4,0,0,0,9,38,0
6486,57,2,14,6,0,1,2,0,0,0,19,38,0
30895,6,1,9,4,9,1,4,0,0,0,39,38,0
25974,36,2,3,2,13,0,4,1,0,0,49,38,0
29101,27,2,15,6,0,4,4,0,0,0,31,38,0
22912,1,2,1,4,5,3,4,1,0,0,19,38,0
20464,6,0,15,4,1,2,4,1,0,0,39,38,0
6783,32,1,12,5,9,4,4,0,0,0,49,38,0
11913,13,2,15,5,7,4,1,0,0,0,39,38,0
10061,5,2,11,4,5,2,4,1,0,0,49,38,0
27064,37,2,11,4,3,4,4,1,0,0,39,38,1
18872,17,2,15,2,2,0,4,1,0,0,49,38,0
20687,35,2,11,2,11,0,4,1,0,0,35,38,0
30810,22,2,11,2,13,0,4,1,0,0,39,38,0
8405,3,2,15,4,0,4,1,0,0,0,39,39,0
14620,14,2,11,2,2,5,4,0,0,0,44,38,0
18957,15,2,7,2,12,0,4,1,0,0,41,38,1
25463,20,2,15,5,5,1,2,1,0,0,34,38,0
19130,50,2,11,6,11,1,4,0,0,0,31,38,0
21148,27,2,15,2,3,0,4,1,0,0,44,38,1
17874,67,2,11,6,7,1,4,0,0,0,12,38,0
27527,46,2,11,2,0,0,2,1,0,0,39,38,0
27522,13,4,15,0,2,1,4,1,0,0,34,38,0
30462,39,2,6,0,11,4,4,0,0,0,39,38,0
15539,40,4,14,2,9,0,4,1,0,0,29,38,1
10859,27,2,12,2,3,0,4,1,0,0,34,38,1
21359,24,2,15,0,0,4,4,0,0,0,37,38,0
